icao,iata,name,location,country,timezone,hub,lat,lon
AYPY,POM,Port Moresby Jacksons International Airport,Port Moresby,PG,Pacific/Port_Moresby,0,-9.4433803558,147.2200012207
AYQA,KRJ,Karawari Airstrip,default,PG,Pacific/Port_Moresby,0,-4.5966666667,143.5225
AYRG,RMN,Rumginae Airport,default,PG,Pacific/Port_Moresby,0,-5.8972222222,141.271666667
AYRI,KMR,Karimui Airport,Karimui,PG,Pacific/Port_Moresby,0,-6.4921,144.823
AYSA,SBE,Suabi Airport,default,PG,Pacific/Port_Moresby,0,-6.1044444444,142.278333333
AYSE,NIS,Simberi Airport,Simberi Island,PG,Pacific/Port_Moresby,0,-2.6622222222,151.997777778
AYSG,SIL,Sila Airport,Sila Mission,PG,Pacific/Port_Moresby,0,-9.0735555556,148.38925
AYSJ,SIM,Simbai Airport,Simbai,PG,Pacific/Port_Moresby,0,-5.2786111111,144.544722222
AYST,default,Sturt Island Airport,default,PG,Pacific/Port_Moresby,0,-8.1525,142.268444444
AYSU,SKC,Suki Airport,Suki,PG,Pacific/Port_Moresby,0,-8.0466,141.7222
AYTA,TIZ,Tari Airport,Tari,PG,Pacific/Port_Moresby,0,-5.8449997902,142.947998047
AYTB,TBG,Tabubil Airport,Tabubil,PG,Pacific/Port_Moresby,0,-5.2786102295,141.2259979248
AYTE,TFM,Telefomin Airport,Telefomin,PG,Pacific/Port_Moresby,0,-5.1260804642,141.641921997
AYTI,TPI,Tapini Airport,Tapini,PG,Pacific/Port_Moresby,0,-8.3566666667,146.989166667
AYTJ,TAJ,Tadji Airport,Aitape,PG,Pacific/Port_Moresby,0,-3.1981918035,142.430963516
AYTK,RAB,Tokua Airport,Tokua,PG,Pacific/Port_Moresby,0,-4.3404598236,152.380004883
AYTN,TKW,Tekin Airport,Tekin,PG,Pacific/Port_Moresby,0,-5.2436666667,142.165194444
AYTU,TFI,Tufi Airport,Tufi,PG,Pacific/Port_Moresby,0,-9.0759544373,149.319839478
AYVN,VAI,Vanimo Airport,default,PG,Pacific/Port_Moresby,0,-2.6971700191,141.3020019531
AYWB,WAO,Wabo Airport,Wabo,PG,Pacific/Port_Moresby,0,-6.9894444444,145.075111111
AYWD,WBM,Wapenamanda Airport,default,PG,Pacific/Port_Moresby,0,-5.6433000565,143.8950042725
AYWG,AGL,Wanigela Airport,default,PG,Pacific/Port_Moresby,0,-9.3375,149.155555556
AYWK,WWK,Wewak International Airport,Wewak,PG,Pacific/Port_Moresby,0,-3.5838301182,143.669006348
AYWO,WOA,Wonenara Airport,Wonenara,PG,Pacific/Port_Moresby,0,-6.7968611111,145.891944444
AYWS,WSU,Wasu Airport,Wasu,PG,Pacific/Port_Moresby,0,-5.9617094492,147.19822526
AYWT,WTP,Woitape Airport,Fatima Mission,PG,Pacific/Port_Moresby,0,-8.5458333333,147.2525
AYWU,WUG,Wau Airport,Wau,PG,Pacific/Port_Moresby,0,-7.3455555556,146.718611111
AZ00,default,Morton Field,Dateland,US,America/Phoenix,0,32.8058013916,-113.5070037842
AZ01,default,Outback Ranch Airstrip,Wenden,US,America/Phoenix,0,33.8477783203,-113.570274353
AZ03,default,Cliff Dwellers Lodge Airport,Marble Canyon,US,America/Phoenix,0,36.7344017029,-111.7529983521
AZ04,default,Hillair Dirt Strip,Aguila,US,America/Phoenix,0,33.9192008972,-113.1900024414
AZ05,default,Lakeside Airpark,Buckeye,US,America/Phoenix,0,33.1124992371,-112.6620025635
AZ06,default,Dateland Airfield,Dateland,US,America/Phoenix,0,32.817199707,-113.5270004272
AZ09,default,Sergio Private Airport,Lake Havasu City,US,America/Phoenix,0,34.7999992371,-114.1129989624
AZ13,default,Schu Ranch Airport,Maricopa,US,America/Phoenix,0,33.016998291,-112.28099823
AZ14,default,Ammon Airport,Willcox,US,America/Phoenix,0,32.02470016,-109.9570007
AZ17,default,Circle H Ranch Airport,Douglas,US,America/Phoenix,0,31.502199173,-109.3909988403
AZ19,default,C & L Ranch Ultralightport,Sonoita,US,America/Phoenix,0,31.7378005981,-110.6259994507
AZ21,default,Four Pillars Airport,Huachuca City/Tombstone,US,America/Phoenix,0,31.7458000183,-110.2480010986
AZ25,default,Goldfield Ranch Airport,Fountain Hills,US,America/Phoenix,0,33.5999984741,-111.6050033569
AZ26,default,Evelyn Field,Palominas,US,America/Hermosillo,0,31.3691997528,-110.125
AZ27,default,Big Springs Ranch Airport,Prescott,US,America/Phoenix,0,34.9099998474,-112.533996582
AZ28,default,Thunder Ridge Airpark,Morristown,US,America/Phoenix,0,33.8214988708,-112.5729980469
AZ31,default,Serene Field,Maricopa,US,America/Phoenix,0,32.9967002869,-112.2720031738
AZ32,default,Roesner Ranch Airport,Morristown,US,America/Phoenix,0,33.8474998474,-112.5879974365
AZ34,default,Massey Farm Airport,Yucca,US,America/Phoenix,0,34.691428,-114.097739
AZ40,default,Sheepy Hollow Ranch Airfield,Salome,US,America/Phoenix,0,33.7874183655,-113.642417908
AZ43,default,Hidden Valley Airport,Maricopa,US,America/Phoenix,0,33.0638999939,-112.1640014648
AZ45,default,China Peak Observatory Airport,Klondyke,US,America/Phoenix,0,32.7291984558,-110.2959976196
AZ46,default,H&H Ranch Airstrip,Chino Valley,US,America/Phoenix,0,34.7663993835,-112.5490036011
AZ49,default,Walter Ranch Airport,Stanfield,US,America/Phoenix,0,32.8955993652,-112.2539978027
AZ50,default,Triangle Airpark,White Hills,US,America/Phoenix,0,35.7146987915,-114.4810028076
AZ57,default,Pilots Rest Airport,Paulden,US,America/Phoenix,0,34.9308013916,-112.5120010376
AZ60,default,Coyner Airstrip,Litchfield Park,US,America/Phoenix,0,33.5050010681,-112.4729995728
AZ61,default,G.M. Ranch Airport,Stanfield,US,America/Phoenix,0,32.9016990662,-112.2379989624
AZ63,default,Twin Hawks Airpark,Redrock,US,America/Phoenix,0,32.5278015137,-111.1959991455
AZ64,default,Rio Vista Hills Airport,Wickenburg,US,America/Phoenix,0,33.9523010254,-112.68699646
AZ67,default,El Tiro Gliderport,Tucson,US,America/Phoenix,0,32.4269981384,-111.3899993896
AZ71,default,Cooper Ranch Airport,Yarnell,US,America/Phoenix,0,34.2153015137,-112.5360031128
AZ74,default,Lone Mountain International Airport,Patagonia,US,America/Hermosillo,0,31.3551006317,-110.3740005493
AZ77,default,Sunrise Ranch Airport,Williams,US,America/Phoenix,0,35.2383003235,-111.9359970093
AZ78,default,Mel's Ranch Airport,Maricopa,US,America/Phoenix,0,33.011100769,-112.2819976807
AZ79,default,Airscrew Performance Flightpark Ultralightport,Glendale,US,America/Phoenix,0,33.5299987793,-112.2170028687
AZ82,default,Mogollon Airpark,Overgaard,US,America/Phoenix,0,34.3973007202,-110.5299987793
AZ85,default,Tonopah Airport,Tonopah,US,America/Phoenix,0,33.5339012146,-112.9599990845
AZ86,default,Coyote Run Gliderport,Coyote Springs,US,America/Phoenix,0,34.6842002869,-112.2919998169
AZ90,default,Hangar Haciendas Airport,Laveen,US,America/Phoenix,0,33.3534011841,-112.1269989014
AZ97,default,X Bar 1 Ranch (Lower) Airport,Kingman,US,America/Phoenix,0,35.3483009338,-113.6890029907
BGAA,JEG,Aasiaat Airport,Aasiaat,GL,America/Nuuk,0,68.7218017578,-52.7846984863
BGBW,UAK,Narsarsuaq Airport,Narsarsuaq,GL,America/Nuuk,0,61.1604995728,-45.4259986877
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,America/Scoresbysund,0,70.7431030273,-22.6504993439
BGDH,default,Danmarkshavn Landing Strip,Danmarkshavn,GL,America/Nuuk,0,76.7666702271,-18.6666679382
BGGH,GOH,Godthaab / Nuuk Airport,Nuuk,GL,America/Nuuk,0,64.19090271,-51.6781005859
BGJN,JAV,Ilulissat Airport,Ilulissat,GL,America/Nuuk,0,69.2432022095,-51.0570983887
BGKK,KUS,Kulusuk Airport,Kulusuk,GL,America/Nuuk,0,65.573600769,-37.1236000061
BGMI,default,Station Nord Landing Strip,default,GL,America/Nuuk,0,81.6,-16.6666666667
BGMQ,JSU,Maniitsoq Airport,Maniitsoq,GL,America/Nuuk,0,65.4124984741,-52.9393997192
BGMV,default,Mestersvig Airport,Mestersvig,GL,America/Scoresbysund,0,72.2369003296,-23.9319000244
BGPT,JFR,Paamiut Airport,Paamiut,GL,America/Nuuk,0,62.0147361755,-49.6709365845
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,GL,America/Thule,0,77.4886016846,-69.3887023926
BGSF,SFJ,Kangerlussuaq Airport,Kangerlussuaq,GL,America/Nuuk,0,67.0122218992,-50.7116031647
BGSS,JHS,Sisimiut Airport,Sisimiut,GL,America/Nuuk,0,66.9513015747,-53.7293014526
BGTL,THU,Thule Air Base,Thule,GL,America/Thule,0,76.5311965942,-68.7032012939
BGUK,JUV,Upernavik Airport,Upernavik,GL,America/Nuuk,0,72.7901992798,-56.1305999756
BGUQ,JQA,Qaarsut Airport,Uummannaq,GL,America/Nuuk,0,70.7341995239,-52.6962013245
BIAE,default,Arngerdareyri Airport,Arngerdareyri,IS,Atlantic/Reykjavik,0,65.9047012329,-22.3633003235
BIAL,default,Alftaver Airport,Alftaver,IS,Atlantic/Reykjavik,0,63.5400009155,-18.4493999481
BIAR,AEY,Akureyri Airport,Akureyri,IS,Atlantic/Reykjavik,0,65.6600036621,-18.0727005005
BIBA,default,Bakki Airport,Bakki,IS,Atlantic/Reykjavik,0,63.556098938,-20.1375007629
BIBD,BIU,Bildudalur Airport,Bildudalur,IS,Atlantic/Reykjavik,0,65.6412963867,-23.5461997986
BIBF,BGJ,Borgarfjordur eystri Airport,Borgarfjordur eystri,IS,Atlantic/Reykjavik,0,65.5164031982,-13.8050003052
BIBI,default,Baeir Airport,Baeir,IS,Atlantic/Reykjavik,0,66.0999984741,-22.5669994354
BIBK,BJD,Bakkafjordur Airport,Bakkafjordur,IS,Atlantic/Reykjavik,0,66.0218963623,-14.8243999481
BIBL,BLO,Hjaltabakki Airport,Blonduos,IS,Atlantic/Reykjavik,0,65.6449966431,-20.2875003815
BIBR,BQD,Budardalur Airport,Budardalur,IS,Atlantic/Reykjavik,0,65.075302124,-21.8003005981
BIBV,BXV,Breiddalsvik Airport,Breiddalsvik,IS,Atlantic/Reykjavik,0,64.7900009155,-14.0228004456
BIDA,default,Dagverdara Airport,Dagverdara,IS,Atlantic/Reykjavik,0,64.7450027466,-23.7271995544
BIDV,DJU,Djupivogur Airport,Djupivogur,IS,Atlantic/Reykjavik,0,64.644203186,-14.2827997208
BIEG,EGS,Egilsstadir Airport,Egilsstadir,IS,Atlantic/Reykjavik,0,65.2833023071,-14.4013996124
BIEH,default,Einholtsmelar Airport,Einholtsmelar,IS,Atlantic/Reykjavik,0,64.25,-20.2999992371
BIFF,FAS,Faskrudsfjordur Airport,Faskrudsfjordur,IS,Atlantic/Reykjavik,0,64.9317016602,-14.0606002808
BIFL,default,Fludir Airport,Fludir,IS,Atlantic/Reykjavik,0,64.1427993774,-20.3260993958
BIFM,FAG,Fagurholsmyri Airport,Fagurholsmyri,IS,Atlantic/Reykjavik,0,63.8746986389,-16.6410999298
BIFZ,default,Forsaeti Airport,Forsaeti,IS,Atlantic/Reykjavik,0,63.8499984741,-20.716999054
BIGE,default,Geysir Airport,Geysir,IS,Atlantic/Reykjavik,0,64.310798645,-20.2705993652
BIGF,GUU,Grundarfjordur Airport,Grundarfjordur,IS,Atlantic/Reykjavik,0,64.9914016724,-23.2247009277
BIGH,default,Gunnarsholt Airport,Gunnarsholt,IS,Atlantic/Reykjavik,0,63.8532981873,-20.2628002167
BIGJ,GJR,Gjogur Airport,Gjogur,IS,Atlantic/Reykjavik,0,65.995300293,-21.3269004822
BIGR,GRY,Grimsey Airport,Grimsey,IS,Atlantic/Reykjavik,0,66.5458,-18.0173
BIGS,default,Grimsstadir Airport,Grimsstadir,IS,Atlantic/Reykjavik,0,65.6324996948,-16.1483001709
BIHE,default,Herdubreidarlindir Airport,Herdubreidarlindir,IS,Atlantic/Reykjavik,0,65.1885986328,-16.1947002411
BIHI,default,Hveravellir Airport,Hveravellir,IS,Atlantic/Reykjavik,0,64.886100769,-19.4925003052
BIHK,HVK,Holmavik Airport,Holmavik,IS,Atlantic/Reykjavik,0,65.7046966553,-21.6963996887
BIHL,default,Hella Airport,Hella,IS,Atlantic/Reykjavik,0,63.8358001709,-20.3775005341
BIHN,HFN,Hornafjordur Airport,Hornafjordur,IS,Atlantic/Reykjavik,0,64.2956008911,-15.2271995544
BIHR,default,Hvolsvollur Airport,Hvolsvollur,IS,Atlantic/Reykjavik,0,63.7538986206,-20.2441997528
BIHS,default,Hrafnseyri Airport,Hrafnseyri,IS,Atlantic/Reykjavik,0,65.75,-23.466999054
BIHT,FLI,Holt Airport,Flateyri,IS,Atlantic/Reykjavik,0,66.0141804294,-23.4416913986
BIHU,HZK,Husavik Airport,Husavik,IS,Atlantic/Reykjavik,0,65.9523010254,-17.4260005951
BIHV,HVM,Krokstadarmelar Airport,Hvammstangi,IS,Atlantic/Reykjavik,0,65.2664031982,-20.8469009399
BIHX,default,Hrauneyjarfoss Airport,Hrauneyjarfoss,IS,Atlantic/Reykjavik,0,64.1999969482,-19.2833003998
BIHY,default,Hrisey Airport,Hrisey,IS,Atlantic/Reykjavik,0,66,-18.3999996185
BIHZ,default,Husafell Airport,Husafell,IS,Atlantic/Reykjavik,0,64.6996994019,-20.883600235
BIID,HLO,Ingjaldssandur Airport,Onundarfjordur,IS,Atlantic/Reykjavik,0,66.0500030518,-23.696100235
BIIS,IFJ,Isafjordur Airport,Isafjordur,IS,Atlantic/Reykjavik,0,66.0580978394,-23.1352996826
BIKA,default,Kaldarmelar Airport,Kaldarmelar,IS,Atlantic/Reykjavik,0,64.7789001465,-22.2569007874
BIKE,default,Kerlingafjoll Airport,Kerlingafjoll,IS,Atlantic/Reykjavik,0,64.7050018311,-19.4106006622
BIKF,KEF,Keflavik International Airport,Reykjavik,IS,Atlantic/Reykjavik,0,63.9850006104,-22.6056003571
BIKJ,default,Kroksfjard-Arnes Airport,Kroksfjard-arnes,IS,Atlantic/Reykjavik,0,65.4670028687,-21.9500007629
BIKL,default,Kirkjubaejarklaustur Airport,Kirkjubaejarklaustur,IS,Atlantic/Reykjavik,0,63.7907981873,-18.0013999939
BIKP,OPA,Kopasker Airport,Kopasker,IS,Atlantic/Reykjavik,0,66.310798645,-16.4666996002
BIKR,SAK,Saudarkrokur Airport,Saudarkrokur,IS,Atlantic/Reykjavik,0,65.7316970825,-19.5727996826
BIMK,default,Mulakot Airport,Mulakot,IS,Atlantic/Reykjavik,0,63.7141990662,-19.8791999817
BIMM,default,Melgerdismelar Airport,Melgerdismelar,IS,Atlantic/Reykjavik,0,65.4832992554,-18.1667003632
BIMN,default,Melanes Airport,Melanes,IS,Atlantic/Reykjavik,0,65.516998291,-22.3999996185
BIMS,default,Tungubakkar Airport,Tungubakkar,IS,Atlantic/Reykjavik,0,64.181098938,-21.7077999115
BIND,default,Nyjidalur Airport,Nyjidalur,IS,Atlantic/Reykjavik,0,64.7205963135,-18.0666999817
BINF,NOR,Nordfjordur Airport,Nordfjordur,IS,Atlantic/Reykjavik,0,65.1318969727,-13.7463998795
BIOF,OFJ,Olafsfjordur Airport,Olafsfjordur,IS,Atlantic/Reykjavik,0,66.0832977295,-18.6667003632
BIPA,PFJ,Patreksfjordur Airport,Patreksfjordur,IS,Atlantic/Reykjavik,0,65.5558013916,-23.9650001526
BIRE,RHA,Reykholar Airport,Reykholar,IS,Atlantic/Reykjavik,0,65.4526290894,-22.2061157227
BIRF,OLI,Rif Airport,Rif,IS,Atlantic/Reykjavik,0,64.9113998413,-23.8230991364
BIRG,RFN,Raufarhofn Airport,Raufarhofn,IS,Atlantic/Reykjavik,0,66.4064025879,-15.918299675
BIRK,RKV,Reykjavik Airport,Reykjavik,IS,Atlantic/Reykjavik,0,64.1299972534,-21.9405994415
BIRL,MVA,Reykjahlid Airport,Myvatn,IS,Atlantic/Reykjavik,0,65.6557998657,-16.9181003571
BIRS,default,Reykjanes Airport,Reykjanes,IS,Atlantic/Reykjavik,0,65.9141998291,-22.4214000702
BISA,default,Sanda Airport,Sanda,IS,Atlantic/Reykjavik,0,65.1343994141,-19.6630992889
BISF,default,Selfoss Airport,Selfoss,IS,Atlantic/Reykjavik,0,63.9291992188,-21.0377998352
BISG,default,Steinasandur Airport,Steinasandur,IS,Atlantic/Reykjavik,0,64.1669998169,-15.8999996185
BISH,default,Stora-Holt Airport,Stora-Holt,IS,Atlantic/Reykjavik,0,65.4000015259,-21.9330005646
BISI,SIJ,Siglufjordur Airport,Siglufjordur,IS,Atlantic/Reykjavik,0,66.1333007813,-18.9167003632
BISK,default,Skogasandur Airport,Skogasandur,IS,Atlantic/Reykjavik,0,63.51720047,-19.489200592
BISN,default,Svinafell Airport,Svinafell,IS,Atlantic/Reykjavik,0,64.3833007813,-15.3832998276
BISP,default,Sprengisandur Airport,Sprengisandur,IS,Atlantic/Reykjavik,0,64.6541976929,-18.4969005585
BISR,default,Storikroppur Airport,Storikroppur,IS,Atlantic/Reykjavik,0,64.6343994141,-21.4874992371
BISS,default,Sandskeid Airport,Sandskeid,IS,Atlantic/Reykjavik,0,64.060798645,-21.5746994019
BIST,SYK,Stykkisholmur Airport,Stykkisholmur,IS,Atlantic/Reykjavik,0,65.0580978394,-22.7942008972
BISV,default,Skalavatn Airport,Skalavatn,IS,Atlantic/Reykjavik,0,64.1157989502,-18.7833003998
BITE,TEY,Tingeyri Airport,Tingeyri,IS,Atlantic/Reykjavik,0,65.870300293,-23.5599994659
BITM,default,Torsmork Airport,Torsmork,IS,Atlantic/Reykjavik,0,63.6899986267,-19.5631008148
BITN,THO,Thorshofn Airport,Thorshofn,IS,Atlantic/Reykjavik,0,66.21849823,-15.3355998993
BITO,default,Thorisos Airport,Thorisos,IS,Atlantic/Reykjavik,0,64.3499984741,-18.8500003815
BIVA,default,Vatnsnes Airport,Vatnsnes,IS,Atlantic/Reykjavik,0,64.0330963135,-20.6511001587
BIVH,default,Varmahlid Airport,Varmahlid,IS,Atlantic/Reykjavik,0,65.5569458008,-19.4280567169
BIVI,default,Vik Airport,Vik,IS,Atlantic/Reykjavik,0,63.4216995239,-18.888299942
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,IS,Atlantic/Reykjavik,0,63.4243011475,-20.2789001465
BIVO,VPN,Vopnafjordur Airport,Vopnafjordur,IS,Atlantic/Reykjavik,0,65.7205963135,-14.8506002426
BKPR,PRN,Pristina International Airport,Prishtina,KS,Europe/Belgrade,0,42.5727996826,21.0358009338
CA02,default,Patterson Airport,Patterson,US,America/Los_Angeles,0,37.46849823,-121.1689987183
CA03,default,John Myers Airport,Planada,US,America/Los_Angeles,0,37.349899292,-120.2939987183
CA04,default,Flying N Ranch Airport,Cottonwood,US,America/Los_Angeles,0,40.3462982178,-122.3389968872
CA05,default,Machado Dusters Airport,Stratford,US,America/Los_Angeles,0,36.1601982117,-119.81300354
CA06,default,Bates Field,Alturas,US,America/Los_Angeles,0,41.4178009033,-120.5690002441
CA07,default,Scheidel Ranch Airport,Pleasant Grove,US,America/Los_Angeles,0,38.8401985168,-121.56199646
CA09,default,Round Mountain Airport,Klamath River,US,America/Los_Angeles,0,41.8861999512,-122.84400177
CA10,default,Coonrod Ranch Airport,Little Shasta,US,America/Los_Angeles,0,41.617099762,-122.3190002441
CA11,default,Mc Cloud Airstrip,Mc Cloud,US,America/Los_Angeles,0,41.2732009888,-122.122001648
CA13,default,Kings River Community College Airport,Reedley,US,America/Los_Angeles,0,36.6068992615,-119.4629974365
CA16,default,Holtsmans Airport,Rio Linda,US,America/Los_Angeles,0,38.7290992737,-121.388999939
CA17,default,Peterson Airport,Riverbank,US,America/Los_Angeles,0,37.7234992981,-120.8899993896
CA18,default,Wagner Aviation Airport,Robbins,US,America/Los_Angeles,0,38.8721008301,-121.7099990845
CA19,default,Camanche Skypark Airport,Ione,US,America/Los_Angeles,0,38.2638015747,-120.922996521
CA20,default,Eagle's Nest Airport,Ione,US,America/Los_Angeles,0,38.4305000305,-121.01499939
CA21,default,Limberlost Ranch Airport,Rough and Ready,US,America/Los_Angeles,0,39.2206993103,-121.2149963379
CA22,default,Lauppes Strip,Sacramento,US,America/Los_Angeles,0,38.7593002319,-121.5849990845
CA32,default,San Joaquin Airport,San Joaquin,US,America/Los_Angeles,0,36.5833015442,-120.2509994507
CA35,default,San Rafael Airport,San Rafael,US,America/Los_Angeles,0,38.0168991089,-122.5210037231
CA38,default,Totem Pole Ranch Airport,Calpine,US,America/Los_Angeles,0,39.6512985229,-120.4390029907
CA39,default,Graywood Ranch Airport,Santa Rosa,US,America/Los_Angeles,0,38.4346008301,-122.5640029907
CA40,default,Central Valley Aviation Inc Airport,Selma,US,America/Los_Angeles,0,36.5213012695,-119.6699981689
CA41,default,Quinn Airport,Selma,US,America/Los_Angeles,0,36.5833015442,-119.6399993896
CA42,default,Mc Conville Airstrip,Lake Elsinore,US,America/Los_Angeles,0,33.6436004639,-117.429000854
CA44,default,Sequoia Ranch Airport,Springville,US,America/Los_Angeles,0,36.1498985291,-118.8020019531
CA45,default,Stevinson Strip,Stevinson,US,America/Los_Angeles,0,37.3249015808,-120.8679962158
CA49,default,Jones Farms Airport,Stratford,US,America/Los_Angeles,0,36.2041015625,-119.841003418
CA51,default,The Sea Ranch Airport,The Sea Ranch,US,America/Los_Angeles,0,38.7046012878,-123.4329986572
CA53,default,Tews Field,Redding,US,America/Los_Angeles,0,40.6725006104,-122.3420028687
CA54,default,33 Strip,Tracy,US,America/Los_Angeles,0,37.670501709,-121.3280029297
CA57,default,Blake Sky Park Airport,Vacaville,US,America/Los_Angeles,0,38.4581985474,-122.0459976196
CA59,default,Vestal Strip,Verona,US,America/Los_Angeles,0,38.7915992737,-121.5839996338
CA60,default,Deer Creek Ranch Airport,Vina,US,America/Los_Angeles,0,39.9499015808,-121.9970016479
CA62,default,Mc Millan Assault Strip,Camp Roberts,US,America/Los_Angeles,0,35.71910095,-120.7679977
CA64,default,Gilbreath Bros Duck Club Airport,Wasco,US,America/Los_Angeles,0,35.6869010925,-119.5999984741
CA66,default,Monterey Bay Academy Airport,Watsonville,US,America/Los_Angeles,0,36.9061012268,-121.8430023193
CA67,default,Westley Airport,Westley,US,America/Los_Angeles,0,37.5480003357,-121.2050018311
CA69,default,Avenal Airport,Avenal,US,America/Los_Angeles,0,36.0041007996,-120.141998291
CA70,default,Sun Hill Ranch Airport,Helendale,US,America/Los_Angeles,0,34.7579994202,-117.4970016479
CA71,default,Horse Shoe A Ranch Airport,Drytown,US,America/Los_Angeles,0,38.4399986267,-120.8870010376
CA73,default,Vanderford Ranch Company Airport,Yuba City,US,America/Los_Angeles,0,39.0956993103,-121.716003418
CA75,default,Reider Ranch Airport,Potrero,US,America/Los_Angeles,0,32.6380996704,-116.638999939
CA76,default,Flying T Ranch Airport,Ramona,US,America/Los_Angeles,0,33.0703010559,-116.7519989014
CA84,default,Torrey Pines Gliderport,San Diego,US,America/Los_Angeles,0,32.8897018433,-117.2470016479
CA88,default,San Ardo Field,San Ardo,US,America/Los_Angeles,0,36.0261001587,-120.9079971313
CA89,default,Skylark Field,Lake Elsinore,US,America/Los_Angeles,0,33.6300010681,-117.3020019531
